pmid,title,abstract,date,journal,publication_type,year,classification,qa_type,qa_question,qa_answer,qa_explanation
18851897,"Substance use behaviors, mental health problems, and use of mental health services in a probability sample of college students.","This research examined 1) the prevalence of substance use behaviors in college students, 2) gender and academic level as moderators of the associations between mental health problems and substance use, and 3) mental health service use among those with co-occurring frequent binge drinking and mental health problems. As part of the Healthy Minds Study, a probability sample of 2843 college students completed an Internet survey on mental health problems, substance use behaviors, and utilization of mental health care. Response propensity weights were used to adjust for differences between respondents and non-respondents. Major depression, panic disorder, and generalized anxiety disorder were positively associated with cigarette smoking. Frequent binge drinking was negatively associated with major depression and positively associated with generalized anxiety disorder, and these associations were significantly stronger for males than females. Among students with co-occurring frequent binge drinking and mental health problems, 67% perceived a need for mental health services but only 38% received services in the previous year. There may be substantial unmet needs for treatment of mental health problems and substance use among college students.",2009-Feb,Addictive behaviors,"Journal Article; Research Support, Non-U.S. Gov't",2008,YES,sa,How do gender differences influence the association between frequent binge drinking and generalized anxiety disorder in college students?,The association is stronger for males than females.,"The abstract states that frequent binge drinking is positively associated with generalized anxiety disorder, and this relationship is significantly stronger for males compared to females."
18281061,"Maternal, not paternal, PTSD is related to increased risk for PTSD in offspring of Holocaust survivors.","A significant association between parental PTSD and the occurrence of PTSD in offspring has been noted, consistent with the idea that risk for the development of PTSD is transmitted from parent to child. Two recent reports linking maternal PTSD and low offspring cortisol prompted us to examine the relative contributions of maternal vs. paternal PTSD in the prediction of PTSD and other psychiatric diagnoses in offspring. One hundred seventeen men and 167 women, recruited from the community, were evaluated using a comprehensive psychiatric battery designed to identify traumatic life experiences and lifetime psychiatric diagnoses. 211 of these subjects were the adult offspring of Holocaust survivors and 73 were demographically comparable Jewish controls. Participants were further subdivided based on whether their mother, father, neither, or both parents met diagnostic criteria for lifetime PTSD. A higher prevalence of lifetime PTSD, mood, anxiety disorders, and to a lesser extent, substance abuse disorders, was observed in offspring of Holocaust survivors than controls. The presence of maternal PTSD was specifically associated with PTSD in adult offspring of Holocaust survivors. However, other psychiatric diagnoses did not show specific effects associated with maternal PTSD. The tendency for maternal PTSD to make a greater contribution than paternal PTSD to PTSD risk suggests that classic genetic mechanisms are not the sole model of transmission, and paves way for the speculation that epigenetic factors may be involved. In contrast, PTSD in any parent contributes to risk for depression, and parental traumatization is associated with increased anxiety disorders in offspring.",2008-Oct,Journal of psychiatric research,"Journal Article; Research Support, N.I.H., Extramural",2008,YES,sa,How does parental PTSD influence the risk of clinical anxiety disorders in offspring?,"Parental PTSD increases the risk of clinical anxiety disorders in offspring, regardless of whether the affected parent is maternal or paternal.","The abstract states that parental traumatization is associated with increased anxiety disorders in offspring, without specifying a differential effect based on maternal or paternal PTSD."
19046223,Association between depression and concurrent Type 2 diabetes outcomes varies by diabetes regimen.,"Although depression has weak associations with several Type 2 diabetes mellitus (DM) outcomes, it is possible that these associations are concentrated within certain patient subgroups that are more vulnerable to their effects. This study tested the hypothesis that depression is related to glycaemic control and diabetes-related quality of life (DQOL) in patients who are prescribed injected insulin, but not those on oral glucose-lowering agents alone. Participants (103 on insulin, 155 on oral glucose-lowering agents alone) with Type 2 DM were recruited from a large US healthcare system and underwent assessment of glycaemic control (glycated haemoglobin; HbA(1c)), medication adherence and diabetes self-care behaviours, DQOL and depression (none, mild, moderate/severe). There was a significant regimen x depression interaction on HbA(1c) (P = 0.002), such that depression was associated with HbA(1c) in patients using insulin (beta = 0.35, P < 0.001) but not in patients using oral agents alone (beta = -0.08, P = NS). There was a similar interaction when quality of life was analysed as an outcome (P = 0.002). Neither effect was mediated by regimen adherence. The generally weak association between depression and glycaemic control is concentrated among patients who are prescribed insulin. Similarly, the association between depression and illness quality of life is strongest in patients prescribed insulin. Because this is not attributable to depression-related adherence problems, psychophysiological mechanisms unique to this group ought to be carefully investigated. Clinicians might be especially vigilant for depression in Type 2 DM patients who use insulin and consider its potential impact upon their illness course.",2008-Nov,Diabetic medicine : a journal of the British Diabetic Association,"Journal Article; Research Support, N.I.H., Extramural",2008,YES,sa,"In patients with Type 2 diabetes mellitus, why might depression have a stronger impact on glycaemic control in those prescribed insulin compared to those on oral glucose-lowering agents alone?","Psychophysiological mechanisms may uniquely affect insulin users, amplifying depression's impact on glycaemic control.","The abstract indicates that depression correlates with poorer HbA(1c) and DQOL in insulin users, not oral agent users, and this is not due to adherence issues, suggesting psychophysiological factors specific to insulin users."
18569779,Screening for mental disorders in cardiology outpatients.,"The objective of the study was to compare the frequency of mental disorders in cardiology outpatients to the number of patients with psychological problems identified by cardiologists. In a cardiology outpatient service, 103 consecutive patients were asked to participate in the study. Of these 86 were included and screened for mental disorder with the Primary Care Evaluation of Mental Disorders (PRIME-MD), Structured Clinical Interview for DSM-IV (SCID) psychosis screening, the Clock Drawing Test, and the WHO-5 Well-being Index. The cardiologists were asked to rate the severity of somatic and mental problems in each patient on visual analogue scales (VAS-som and VAS-men). The current treatments, including psychiatric and psychological treatments, were noted, and the survival was followed for 3 years. Of the 86 patients included, 34 (40%) had a diagnosis of mental disorder. Eleven (12.8%) had major depression, six (7.0%) minor depression, six (7.0%) anxiety disorder, two unspecified somatoform disorder, seven (8.1%) dementia, one alcohol abuse and one psychosis. Three of the patients were in long-term psychopharmacological treatment. Although the cardiologists predicted mental disorder significantly better than chance, none of the patients was in relevant treatment for their mental disorder. At 3-year follow-up, 20 (24%) of the patients had died. Age and severity of heart disease predicted mortality, while the presence of a mental disorder did not. Mental disorders, especially depression, were frequent in cardiology outpatients. Even in cases where the cardiologists identified psychological problems, the diagnosis had no consequence, as none of the patients was offered relevant treatment.",2008,Nordic journal of psychiatry,Journal Article,2008,YES,sa,"In cardiology outpatients with major depression, what is the clinical implication of cardiologists identifying psychological problems without initiating relevant treatment?",Identifying depression without relevant treatment leads to no improvement in mental health outcomes.,"The abstract states cardiologists identified psychological problems but none of the patients with major depression received relevant treatment, highlighting a gap in care despite recognition."
17928040,Duration of ultrasonic vocalizations in the isolated rat pup as a behavioral measure: sensitivity to anxiolytic and antidepressant drugs.,"Neo-natal rats emit ultrasonic vocalizations (USVs) when isolated from their mothers and littermates. Clinically effective anxiolytics reliably reduce USVs, making this behavior a useful animal model of the anxiolytic potential of novel pharmacological approaches to the treatment of anxiety. Here, we assess the hypothesis that USV duration (total time spent vocalizing) is a more sensitive measure of anxiolytic and antidepressant efficacy than USV number by testing established and putative anxiolytics in this model. Negative geotaxis and righting reflex latency were measured to assess sedating properties. The benzodiazepines, CDP (1-10 mg/kg) and diazepam (0.3-3 mg/kg), the 5HT(1A) partial agonist, buspirone (0.3-3 mg/kg), and the mGluR5 antagonist, MTEP (1-30 mg/kg), reduced USV duration at lower doses and to a greater magnitude than USV number. The benzodiazepines, unlike buspirone and MTEP, produced measurable sedation, but it was dissociable from reductions in USV duration. The SSRI antidepressants, fluoxetine (1-30 mg/kg) and citalopram (0.3-30 mg/kg), reduced USV duration more than number with no measurable effect on sedation. The tricyclic antidepressants, imipramine (1-10 mg/kg) and amitriptyline (1-30 mg/kg), had no effect dissociable from sedation. These data support USV duration as a more sensitive and useful measure than USV number in the isolated rat pup model.",2008-Jan,"Pharmacology, biochemistry, and behavior",Journal Article,2008,YES,sa,Which pharmacological class of anxiolytics reduces anxiety-related behaviors in neonatal rat pups without inducing sedation?,5HT(1A) partial agonists and mGluR5 antagonists.,"Buspirone (5HT(1A) partial agonist) and MTEP (mGluR5 antagonist) reduced USV duration without measurable sedation, unlike benzodiazepines, which caused sedation. This dissociation highlights their efficacy in reducing anxiety-related behaviors without sedative effects."
18824199,6-Hydroxydopamine lesion in thalamic reticular nucleus reduces anxiety behaviour in the rat.,"We have studied the effect of the lesion of the dopaminergic innervation of the thalamic reticular nucleus (TRn) on anxiety and motor behaviour. The lesion of the dopamine innervation was produced by the injection of 6-hydroxydopamine into the dorsal part of the thalamic reticular nucleus. The lesion decreased the number of TH (+) cells of the pars compacta of substantia nigra by 33%, without modifying the number of TH (+) cells in ventral tegmental area. The lesion increased the time spent by the rats on the open arms of the elevated plus maze and decreased the duration of burying in the shock-probe test. Both results suggest reduced anxiety. The loss of the dopamine innervation to the TRn decreased the number of rearings but did not significantly affect total motor activity, gait or motor coordination, as evidenced by rotarod performance. These findings suggest that dopamine in the TRn plays a role in fear-related behaviour.",2009-Feb-11,Behavioural brain research,"Journal Article; Research Support, Non-U.S. Gov't",2008,YES,sa,What role does dopamine in the thalamic reticular nucleus (TRn) appear to play in modulating anxiety-related behaviors?,Dopamine in the TRn appears to increase anxiety-related behaviors.,"Lesioning dopamine innervation in the TRn reduced anxiety markers, as evidenced by increased time on open arms in the elevated plus maze and decreased burying behavior in the shock-probe test, suggesting dopamine's role in promoting anxiety-related behaviors."
17487225,Behavioral and neurochemical alterations in mice deficient in anaplastic lymphoma kinase suggest therapeutic potential for psychiatric indications.,"The receptor tyrosine kinase product of the anaplastic lymphoma kinase (ALK) gene has been implicated in oncogenesis as a product of several chromosomal translocations, although its endogeneous role in the hematopoietic and neural systems has remained poorly understood. We describe that the generation of animals homozygous for a deletion of the ALK tyrosine kinase domain leads to alterations in adult brain function. Evaluation of adult ALK homozygotes (HOs) revealed an age-dependent increase in basal hippocampal progenitor proliferation and alterations in behavioral tests consistent with a role for this receptor in the adult brain. ALK HO animals displayed an increased struggle time in the tail suspension test and the Porsolt swim test and enhanced performance in a novel object-recognition test. Neurochemical analysis demonstrates an increase in basal dopaminergic signalling selectively within the frontal cortex. Altogether, these results suggest that ALK functions in the adult brain to regulate the function of the frontal cortex and hippocampus and identifies ALK as a new target for psychiatric indications, such as schizophrenia and depression, with an underlying deregulated monoaminergic signalling.",2008-Feb,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Journal Article,2008,YES,sa,Which neurochemical alteration in the frontal cortex might represent a therapeutic target for treating depression based on receptor tyrosine kinase involvement?,Increased basal dopaminergic signaling.,"The abstract identifies elevated basal dopaminergic signaling in the frontal cortex of ALK homozygotes, suggesting ALK's role in regulating monoaminergic signaling linked to psychiatric conditions like depression."
17637604,Importance of cocaine- and amphetamine-regulated transcript peptide in the central nucleus of amygdala in anxiogenic responses induced by ethanol withdrawal.,"We studied the involvement of cocaine- and amphetamine-regulated transcript peptide (CART) in the central nucleus of amygdala (CeA), lateral bed nucleus of the stria terminalis (BNSTl) and nucleus accumbens shell (AcbSh) in generation of ethanol withdrawal symptoms, with particular focus on anxiety-like behavior using a social interaction test. Administration of CART (54-102) into the lateral ventricle (50 and 100 ng) and bilaterally in the CeA (10 and 20 ng) caused a significant reduction in social interaction, suggesting an anxiogenic action of the peptide. Chronic ethanol treatment for 15 days followed by withdrawal precipitated an anxiogenic response at 24 h that was attenuated by intracerebroventricular (5 mul) and intra-CeA (1 mul) administration of antibodies against CART (1 : 500 dilution). An immunocytochemistry protocol was employed to study the response of the endogenous CART system in the CeA following chronic ethanol withdrawal. At 0 h ethanol withdrawal, CART immunoreactivity was apparent in few fibers and the profile was similar to that in the pair-fed control rats. Twenty-four hours following ethanol withdrawal, a highly significant increase (P<0.001) in CART immunoreactivity was noticed in the CeA, which returned to normal 48 and 72 h post-withdrawal. Similar doses of CART or CART antibody injected bilaterally into the BNSTl or AcbSh produced no response in the social interaction test. Furthermore, the CART immunoreactivity profile did not change at the post-withdrawal time points in each of these brain sites. We suggest that CART may mediate the early signs of anxiety-like behavior induced by ethanol withdrawal within the neuroanatomical framework of the CeA.",2008-Apr,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,"Journal Article; Research Support, Non-U.S. Gov't",2008,YES,sa,"Which neuroanatomical region is implicated in mediating anxiety-like behavior during early ethanol withdrawal, and what peptide is involved?",The central nucleus of the amygdala (CeA) and the cocaine- and amphetamine-regulated transcript peptide (CART).,"The abstract identifies CART in the CeA as mediating anxiety-like behavior during early ethanol withdrawal, supported by immunoreactivity changes and behavioral effects of peptide and antibody administration."
18669069,Psychological profile and social behaviour of working adults with mild or moderate hearing loss.,"In this study, an assessment was made of the global assumption that working adults with a mild to moderate sensorineural hearing loss experience more negative emotional reactions and socio-situational limitations than subjects with no hearing problems and that a deterioration of health-related quality of life on these specific domains would occur. Comparisons between 73 hearing-impaired subjects and 96 controls, well-matched for socio-demographic variables, were performed using the HHIA, MOS 36-Item Short Form Health Survey (SF-36) and SFQ questionnaires scores and revealed that the former experience a higher level of perceived hearing handicap and a deterioration of health-related quality of life while investigating emotional and socio-situational domains than the latter (p < 0.005). While investigating the psychological distress dimension of the hearing-impaired subjects by means of the Symptom Check List (SCL-90-R), it emerged that they are more prone to depression, anxiety, interpersonal sensitivity, and hostility than subjects with no hearing problems (p < 0.05). It is argued that the sensory impairment, with its associated disability, may discourage hearing-impaired individuals from exposing themselves to socially challenging situations, producing isolation that leads to depression, irritability, feelings of inferiority. The same psychological symptoms, on the other hand, can compound and worsen the picture by influencing social behaviour of the affected persons. Further prospective studies are needed to address this issue. Nevertheless, it is concluded that Audiology Services, despite the time and costs involved, should improve their diagnostic ability by exploring more areas of hearing-impaired subjects concerns in order not to overlook their potentially reduced psychosocial well-being.",2008-Apr,Acta otorhinolaryngologica Italica : organo ufficiale della Societa italiana di otorinolaringologia e chirurgia cervico-facciale,Journal Article,2008,YES,sa,How might mild to moderate sensorineural hearing loss contribute to the development of clinical depression or anxiety disorders in adults?,"Hearing loss can lead to social isolation, feelings of inferiority, and avoidance of socially challenging situations, which increase vulnerability to depression and anxiety.","The abstract links hearing loss to emotional distress, including depression and anxiety, due to its impact on social behavior, isolation, and interpersonal sensitivity, compounding psychological symptoms."
18263683,Patient-reported and physician-reported depressive conditions in relation to asthma severity and control.,"Depressive conditions in asthma patients have been described mostly from patient reports and less often from physician reports. While patient reports can encompass multiple symptoms, physician assessments can attribute symptoms to a mental health etiology. Our objectives were to identify associations between patient- and physician-reported depressive conditions and asthma severity and control. Patient-reported depressive symptoms were obtained using the Geriatric Depression Scale (GDS) [possible score 0 to 30; higher score indicates more depressive symptoms]. Patients were categorized as having a physician-reported depressive disorder if they had the following: a diagnosis of depression, depressive symptoms described in medical charts, or were prescribed antidepressants at doses used to treat depression. Patients also completed the Severity of Asthma Scale (SOA) [possible score 0 to 28; higher score indicates more severe] and the Asthma Control Questionnaire (ACQ) [possible score 0 to 6; higher score indicates worse control]. Two hundred fifty-seven patients were included in this analysis (mean age, 42 years; 75% women). Mean SOA and ACQ (+/- SD) scores were 5.9 +/- 4.2 and 1.4 +/- 1.2, respectively; and mean GDS score was 6.3 +/- 6.4. After adjusting for age, sex, race, Latino ethnicity, education, medication adherence, body mass index, and smoking status, patient-reported depressive symptoms were associated with asthma severity (p = 0.007) and with asthma control (p = 0.0007). In contrast, physician-reported depressive disorders were associated with asthma severity (p = 0.04) but not with asthma control (p = 0.22) after adjusting for covariates. Physician- and patient-reported depressive conditions were associated with asthma severity. In contrast, patient-reported depressive symptoms were more closely associated with asthma control than were physician-reported depressive disorders. Identifying associations between depressive conditions and asthma severity and control is necessary to concurrently treat these conditions in this population. Clinicaltrials.gov Identifier: NCT00195117.",2008-May,Chest,Comparative Study; Journal Article; Randomized Controlled Trial,2008,YES,sa,How do patient-reported depressive symptoms differ from physician-reported depressive disorders in their association with asthma control?,"Patient-reported depressive symptoms are significantly associated with asthma control, while physician-reported depressive disorders are not.","The abstract states patient-reported depressive symptoms showed a strong association with asthma control (p = 0.0007), whereas physician-reported depressive disorders did not (p = 0.22)."
19106378,Association between metabolic syndrome and depressive symptoms in middle-aged adults: results from the Whitehall II study.,"Although it is possible that the association between depression and the metabolic syndrome is a ""two-way street,"" the metabolic syndrome as a predictor of depression has been little investigated. We examined whether the metabolic syndrome is associated with the onset of depressive symptoms in a cohort of middle-aged British civil servants. Analyses included 5,232 participants (41-61 years of age) from the Whitehall II prospective cohort study. Depressive symptoms were assessed in 1991-1993 and again 6 years later using the depression subscale from the 30-item General Health Questionnaire. Metabolic syndrome was assessed in 1991-1993, according to National Cholesterol Education Program criteria. Presence of the metabolic syndrome was associated with an increased risk of future depressive symptoms, odds ratio 1.38 (95% CI 1.02-1.96) after adjustment for potential confounders. Of the five components, only central obesity, high triglyceride levels, and low HDL cholesterol levels predicted depressive symptoms. These components explained most of the association between the metabolic syndrome and the onset of depressive symptoms. Our results suggest that the metabolic syndrome, in particular the obesity and dyslipidemia components, is predictive of depressive symptoms.",2009-Mar,Diabetes care,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",2008,YES,sa,Which specific components of the metabolic syndrome are most predictive of future depressive symptoms in middle-aged adults?,"Central obesity, high triglyceride levels, and low HDL cholesterol levels.","The abstract identifies these three components as the primary drivers of the association between the metabolic syndrome and the onset of depressive symptoms, based on their predictive value in the study cohort."
